124.18,0.0001164
124.59,0.0001124
125,0.0001085
125.41,0.0001047
125.82,0.0001011
126.23,9.751E-05
126.64,9.409E-05
127.05,9.078E-05
127.46,8.757E-05
127.87,8.448E-05
128.28,8.148E-05
128.69,7.858E-05
129.1,7.579E-05
129.51,7.308E-05
129.92,7.047E-05
130.33,6.794E-05
130.74,6.55E-05
131.15,6.314E-05
131.56,6.086E-05
131.97,5.866E-05
132.38,5.654E-05
132.79,5.448E-05
133.2,5.25E-05
133.61,5.058E-05
134.02,4.873E-05
134.43,4.695E-05
134.84,4.523E-05
135.25,4.356E-05
135.66,4.196E-05
136.07,4.041E-05
136.48,3.891E-05
136.89,3.747E-05
137.3,3.608E-05
137.7,3.474E-05
138.11,3.344E-05
138.52,3.219E-05
138.93,3.099E-05
139.34,2.983E-05
139.75,2.871E-05
140.16,2.763E-05
140.57,2.659E-05
140.98,2.558E-05
141.39,2.462E-05
141.8,2.368E-05
142.21,2.278E-05
142.62,2.192E-05
143.03,2.108E-05
143.44,2.028E-05
143.85,1.95E-05
144.26,1.876E-05
144.67,1.804E-05
145.08,1.734E-05
145.49,1.668E-05
145.9,1.603E-05
146.31,1.542E-05
146.72,1.482E-05
147.13,1.425E-05
147.54,1.369E-05
147.95,1.316E-05
148.36,1.265E-05
148.77,1.216E-05
149.18,1.168E-05
149.59,1.123E-05
150,1.079E-05
150.41,1.036E-05
150.82,9.958E-06
151.23,9.566E-06
151.64,9.19E-06
152.05,8.828E-06
152.46,8.48E-06
152.87,8.145E-06
153.28,7.822E-06
153.69,7.513E-06
154.1,7.214E-06
154.51,6.928E-06
154.92,6.652E-06
155.33,6.387E-06
155.74,6.133E-06
156.15,5.888E-06
156.56,5.652E-06
156.97,5.426E-06
157.38,5.209E-06
157.79,5E-06
158.2,4.799E-06
158.61,4.606E-06
159.02,4.421E-06
159.43,4.243E-06
159.84,4.071E-06
160.25,3.907E-06
160.66,3.749E-06
161.07,3.597E-06
161.48,3.452E-06
161.89,3.312E-06
162.3,3.177E-06
162.7,3.048E-06
163.11,2.924E-06
163.52,2.805E-06
163.93,2.691E-06
164.34,2.581E-06
164.75,2.475E-06
165.16,2.374E-06
165.57,2.277E-06
165.98,2.183E-06
166.39,2.094E-06
166.8,2.008E-06
167.21,1.925E-06
167.62,1.846E-06
168.03,1.77E-06
168.44,1.697E-06
168.85,1.627E-06
169.26,1.56E-06
169.67,1.496E-06
170.08,1.434E-06
170.49,1.374E-06
170.9,1.317E-06
171.31,1.263E-06
171.72,1.21E-06
172.13,1.16E-06
172.54,1.112E-06
172.95,1.066E-06
173.36,1.021E-06
173.77,9.786E-07
174.18,9.378E-07
174.59,8.986E-07
175,8.611E-07
175.41,8.251E-07
175.82,7.906E-07
176.23,7.575E-07
176.64,7.257E-07
177.05,6.953E-07
177.46,6.661E-07
177.87,6.381E-07
178.28,6.113E-07
178.69,5.856E-07
179.1,5.609E-07
179.51,5.373E-07
179.92,5.146E-07
180.33,4.929E-07
180.74,4.721E-07
181.15,4.521E-07
181.56,4.33E-07
181.97,4.147E-07
182.38,3.971E-07
182.79,3.803E-07
183.2,3.642E-07
183.61,3.487E-07
184.02,3.339E-07
184.43,3.197E-07
184.84,3.061E-07
185.25,2.931E-07
185.66,2.806E-07
186.07,2.686E-07
186.48,2.572E-07
186.89,2.462E-07
187.3,2.357E-07
187.7,2.256E-07
188.11,2.16E-07
188.52,2.068E-07
188.93,1.979E-07
189.34,1.895E-07
189.75,1.813E-07
190.16,1.735E-07
190.57,1.661E-07
190.98,1.59E-07
191.39,1.521E-07
191.8,1.456E-07
192.21,1.393E-07
192.62,1.333E-07
193.03,1.276E-07
193.44,1.221E-07
193.85,1.169E-07
194.26,1.118E-07
194.67,1.07E-07
195.08,1.024E-07
195.49,9.794E-08
195.9,9.372E-08
196.31,8.966E-08
196.72,8.578E-08
197.13,8.207E-08
197.54,7.851E-08
197.95,7.512E-08
198.36,7.186E-08
198.77,6.874E-08
199.18,6.576E-08
199.59,6.29E-08
200,6.017E-08
200.41,5.756E-08
200.82,5.506E-08
201.23,5.266E-08
201.64,5.037E-08
202.05,4.818E-08
202.46,4.608E-08
202.87,4.407E-08
203.28,4.215E-08
203.69,4.031E-08
204.1,3.856E-08
204.51,3.687E-08
204.92,3.526E-08
205.33,3.372E-08
205.74,3.225E-08
206.15,3.084E-08
206.56,2.949E-08
206.97,2.82E-08
207.38,2.697E-08
207.79,2.578E-08
208.2,2.466E-08
208.61,2.358E-08
209.02,2.254E-08
209.43,2.155E-08
209.84,2.061E-08
210.25,1.97E-08
210.66,1.884E-08
211.07,1.801E-08
211.48,1.722E-08
211.89,1.646E-08
212.3,1.574E-08
212.7,1.505E-08
213.11,1.439E-08
213.52,1.375E-08
213.93,1.315E-08
214.34,1.257E-08
214.75,1.202E-08
215.16,1.149E-08
215.57,1.098E-08
215.98,1.05E-08
216.39,1.003E-08
216.8,9.591E-09
217.21,9.17E-09
217.62,8.765E-09
218.03,8.377E-09
218.44,8.007E-09
218.85,7.655E-09
219.26,7.316E-09
219.67,6.992E-09
220.08,6.684E-09
220.49,6.389E-09
220.9,6.106E-09
221.31,5.835E-09
221.72,5.578E-09
222.13,5.331E-09
222.54,5.095E-09
222.95,4.872E-09
223.36,4.657E-09
223.77,4.451E-09
224.18,4.253E-09
224.59,4.063E-09
225,3.882E-09
225.41,3.711E-09
225.82,3.547E-09
226.23,3.389E-09
226.64,3.238E-09
227.05,3.095E-09
227.46,2.958E-09
227.87,2.827E-09
228.28,2.701E-09
228.69,2.581E-09
229.1,2.467E-09
229.51,2.358E-09
229.92,2.253E-09
230.33,2.152E-09
230.74,2.057E-09
231.15,1.966E-09
231.56,1.879E-09
231.97,1.795E-09
232.38,1.715E-09
232.79,1.639E-09
233.2,1.567E-09
233.61,1.497E-09
234.02,1.43E-09
234.43,1.367E-09
234.84,1.306E-09
235.25,1.248E-09
235.66,1.192E-09
236.07,1.14E-09
236.48,1.089E-09
236.89,1.041E-09
237.3,9.943E-10
237.7,9.503E-10
238.11,9.08E-10
238.52,8.676E-10
238.93,8.29E-10
239.34,7.923E-10
239.75,7.571E-10
240.16,7.234E-10
240.57,6.912E-10
240.98,6.607E-10
241.39,6.314E-10
241.8,6.033E-10
242.21,5.763E-10
242.62,5.512E-10
243.03,5.27E-10
243.44,5.037E-10
243.85,4.814E-10
244.26,4.599E-10
244.67,4.393E-10
245.08,4.196E-10
245.49,4.007E-10
245.9,3.83E-10
246.31,3.661E-10
246.72,3.498E-10
247.13,3.342E-10
247.54,3.194E-10
247.95,3.056E-10
248.36,2.922E-10
248.77,2.793E-10
249.18,2.669E-10
249.59,2.549E-10
250,2.435E-10
250.41,2.324E-10
250.82,2.219E-10
251.23,2.122E-10
251.64,2.029E-10
252.05,1.939E-10
252.46,1.853E-10
252.87,1.77E-10
253.28,1.69E-10
253.69,1.614E-10
254.1,1.541E-10
254.51,1.471E-10
254.92,1.406E-10
255.33,1.343E-10
255.74,1.282E-10
256.15,1.224E-10
256.56,1.17E-10
256.97,1.118E-10
257.38,1.068E-10
257.79,1.02E-10
258.2,0
258.61,0
259.02,0
259.43,0
259.84,0
260.25,0
260.66,0
261.07,0
261.48,0
261.89,0
262.3,0
262.7,0
263.11,0
263.52,0
263.93,0
264.34,0
264.75,0
265.16,0
265.57,0
265.98,0
266.39,0
266.8,0
267.21,0
267.62,0
268.03,0
268.44,0
268.85,0
269.26,0
269.67,0
270.08,0
270.49,0
270.9,0
271.31,0
271.72,0
272.13,0
272.54,0
272.95,0
273.36,0
273.77,0
274.18,0
274.59,0
275,0
275.41,0
275.82,0
276.23,0
276.64,0
277.05,0
277.46,0
277.87,0
278.28,0
278.69,0
279.1,0
279.51,0
279.92,0
280.33,0
280.74,0
281.15,0
281.56,0
281.97,0
282.38,0
282.79,0
283.2,0
283.61,0
284.02,0
284.43,0
284.84,0
285.25,0
285.66,0
286.07,0
286.48,0
286.89,0
287.3,0
287.7,0
288.11,0
288.52,0
288.93,0
289.34,0
289.75,0
290.16,0
290.57,0
290.98,0
291.39,0
291.8,0
292.21,0
292.62,0
293.03,0
293.44,0
293.85,0
294.26,0
294.67,0
295.08,0
295.49,0
295.9,0
296.31,0
296.72,0
297.13,0
297.54,0
297.95,0
298.36,0
298.77,0
299.18,0
299.59,0
300,0
300.41,0
300.82,0
301.23,0
301.64,0
302.05,0
302.46,0
302.87,0
303.28,0
303.69,0
304.1,0
304.51,0
304.92,0
305.33,0
305.74,0
306.15,0
306.56,0
306.97,0
307.38,0
307.79,0
308.2,0
308.61,0
309.02,0
309.43,0
309.84,0
310.25,0
310.66,0
311.07,0
311.48,0
311.89,0
312.3,0
312.7,0
313.11,0
313.52,0
313.93,0
314.34,0
314.75,0
315.16,0
315.57,0
315.98,0
316.39,0
316.8,0
317.21,0
317.62,0
318.03,0
318.44,0
318.85,0
319.26,0
319.67,0
320.08,0
320.49,0
320.9,0
321.31,0
321.72,0
322.13,0
322.54,0
322.95,0
323.36,0
323.77,0
324.18,0
324.59,0
325,0
325.41,0
325.82,0
326.23,0
326.64,0
327.05,0
327.46,0
327.87,0
328.28,0
328.69,0
329.1,0
329.51,0
329.92,0
330.33,0
330.74,0
331.15,0
331.56,0
331.97,0
332.38,0
332.79,0
333.2,0
333.61,0
334.02,0
334.43,0
334.84,0
335.25,0
335.66,0
336.07,0
336.48,0
336.89,0
337.3,0
337.7,0
338.11,0
338.52,0
338.93,0
339.34,0
339.75,0
340.16,0
340.57,0
340.98,0
341.39,0
341.8,0
342.21,0
342.62,0
343.03,0
343.44,0
343.85,0
344.26,0
344.67,0
345.08,0
345.49,0
345.9,0
346.31,0
346.72,0
347.13,0
347.54,0
347.95,0
348.36,0
348.77,0
349.18,0
349.59,0
350,0
350.41,0
350.82,0
351.23,0
351.64,0
352.05,0
352.46,0
352.87,0
353.28,0
353.69,0
354.1,0
354.51,0
354.92,0
355.33,0
355.74,0
356.15,0
356.56,0
356.97,0
357.38,0
357.79,0
358.2,0
358.61,0
359.02,0
359.43,0
359.84,0
360.25,0
360.66,0
361.07,0
361.48,0
361.89,0
362.3,0
362.7,0
363.11,0
363.52,0
363.93,0
364.34,0
364.75,0
